Mod:Item:MetaData, Localized Name
jurassicraft:cultivate_top:2, Magenta Cultivator
jurassicraft:cultivate_top:3, Light Blue Cultivator
jurassicraft:cultivate_top:4, Yellow Cultivator
jurassicraft:cultivate_top:5, Lime Cultivator
jurassicraft:cultivate_top:6, Pink Cultivator
jurassicraft:cultivate_top:7, Gray Cultivator
jurassicraft:cultivate_top:8, Light Gray Cultivator
jurassicraft:cultivate_top:9, Cyan Cultivator
jurassicraft:cultivate_top:10, Purple Cultivator
jurassicraft:cultivate_top:11, Blue Cultivator
jurassicraft:cultivate_top:12, Brown Cultivator
jurassicraft:cultivate_top:13, Green Cultivator
jurassicraft:cultivate_top:14, Red Cultivator
jurassicraft:cultivate_top:15, Black Cultivator
jurassicraft:calamites_stairs, Calamites Stairs
jurassicraft:cladochonus_coral, Cladochonus
jurassicraft:dna_synthesizer, DNA Synthesizer
jurassicraft:plant_callus:0, Ajuginucula Smithii Plant Callus
jurassicraft:plant_callus:25, Araucaria Plant Callus
jurassicraft:plant_callus:34, Aulopora Plant Callus
jurassicraft:plant_callus:6, Cycadeoidea Plant Callus
jurassicraft:plant_callus:27, Bristle Fern Plant Callus
jurassicraft:plant_callus:2, Calamites Plant Callus
jurassicraft:plant_callus:26, Cinnamon Fern Plant Callus
jurassicraft:plant_callus:35, Cladochonus Plant Callus
jurassicraft:plant_callus:7, Cry Pansy Plant Callus
jurassicraft:plant_callus:9, Zamites Plant Callus
jurassicraft:plant_callus:10, Dicksonia Plant Callus
jurassicraft:plant_callus:12, Dicroidium Zuberi Plant Callus
jurassicraft:plant_callus:13, Dictyophyllum Plant Callus
jurassicraft:plant_callus:33, Enallhelia Plant Callus
jurassicraft:plant_callus:21, Encephalartos Plant Callus
jurassicraft:plant_callus:5, Ginkgo Plant Callus
jurassicraft:plant_callus:32, Graminidites Bambusoides Plant Callus
jurassicraft:plant_callus:38, Hippurites Radiosus Plant Callus
jurassicraft:plant_callus:16, Ladinia Simplex Plant Callus
jurassicraft:plant_callus:30, Largestipule Leather-root Plant Callus
jurassicraft:plant_callus:19, Liriodendrites Plant Callus
jurassicraft:plant_callus:36, Lithostrotion Plant Callus
jurassicraft:plant_callus:17, Orontium Mackii Plant Callus
jurassicraft:plant_callus:23, Phoenix Plant Callus
jurassicraft:plant_callus:22, Psaronius Plant Callus
jurassicraft:plant_callus:20, Raphaelia Plant Callus
jurassicraft:plant_callus:31, Rhacophyton Plant Callus
jurassicraft:plant_callus:40, Rhamnus Salifocifus Plant Callus
jurassicraft:plant_callus:8, Scaly Tree Fern Plant Callus
jurassicraft:plant_callus:15, Serenna Veriformans Plant Callus
jurassicraft:plant_callus:3, Chain Fern Plant Callus
jurassicraft:plant_callus:4, Cycad Plant Callus
jurassicraft:plant_callus:1, Royal Fern Plant Callus
jurassicraft:plant_callus:37, Stylophyllopsis Plant Callus
jurassicraft:plant_callus:28, Tempskya Plant Callus
jurassicraft:plant_callus:18, Umaltolepis Plant Callus
jurassicraft:plant_callus:11, Wild Onion Plant Callus
jurassicraft:plant_callus:24, Wild Potato Plant Callus
jurassicraft:plant_callus:29, Woolly-stalked Begonia Plant Callus
jurassicraft:ajuginucula_smithii, Ajuginucula Smithii
jurassicraft:caudal_fin_fresh:1, Fresh Coelacanth Caudal Fin
jurassicraft:dino_egg:3, Brachiosaurus Egg
jurassicraft:dino_egg:7, Dilophosaurus Egg
jurassicraft:dino_egg:9, Gallimimus Egg
jurassicraft:dino_egg:2, Microraptor Egg
jurassicraft:dino_egg:4, Mussaurus Egg
jurassicraft:dino_egg:13, Parasaurolophus Egg
jurassicraft:dino_egg:19, Triceratops Egg
jurassicraft:dino_egg:20, Tyrannosaurus Egg
jurassicraft:dino_egg:0, Velociraptor Egg
jurassicraft:encased_nest_fossil:0, Encased Fossilized Nest
jurassicraft:encased_nest_fossil:1, Encased Fossilized Nest
jurassicraft:encased_nest_fossil:2, Encased Fossilized Nest
jurassicraft:gypsum_powder, Gypsum Powder
jurassicraft:dino_spawn_egg:3, Spawn Brachiosaurus
jurassicraft:dino_spawn_egg:1, Spawn Coelacanth
jurassicraft:dino_spawn_egg:7, Spawn Dilophosaurus
jurassicraft:dino_spawn_egg:9, Spawn Gallimimus
jurassicraft:dino_spawn_egg:2, Spawn Microraptor
jurassicraft:dino_spawn_egg:4, Spawn Mussaurus
jurassicraft:dino_spawn_egg:13, Spawn Parasaurolophus
jurassicraft:dino_spawn_egg:19, Spawn Triceratops
jurassicraft:dino_spawn_egg:20, Spawn Tyrannosaurus
jurassicraft:dino_spawn_egg:0, Spawn Velociraptor
jurassicraft:gypsum_bricks, Gypsum Bricks
jurassicraft:storage_disc, Storage Disc
jurassicraft:foot_bones:9, Gallimimus Foot Bones
jurassicraft:foot_bones:2, Microraptor Foot Bones
jurassicraft:foot_bones:20, Tyrannosaurus Foot Bones
jurassicraft:foot_bones:0, Velociraptor Foot Bones
jurassicraft:display_block_item:12, Brachiosaurus Action Figure
jurassicraft:display_block_item:15, Brachiosaurus Fossilized Skeleton
jurassicraft:display_block_item:13, Brachiosaurus Fresh Skeleton
jurassicraft:display_block_item:4, Coelacanth Action Figure
jurassicraft:display_block_item:7, Coelacanth Fossilized Skeleton
jurassicraft:display_block_item:5, Coelacanth Fresh Skeleton
jurassicraft:display_block_item:28, Dilophosaurus Action Figure
jurassicraft:display_block_item:31, Dilophosaurus Fossilized Skeleton
jurassicraft:display_block_item:29, Dilophosaurus Fresh Skeleton
jurassicraft:display_block_item:36, Gallimimus Action Figure
jurassicraft:display_block_item:39, Gallimimus Fossilized Skeleton
jurassicraft:display_block_item:37, Gallimimus Fresh Skeleton
jurassicraft:display_block_item:8, Microraptor Action Figure
jurassicraft:display_block_item:11, Microraptor Fossilized Skeleton
jurassicraft:display_block_item:9, Microraptor Fresh Skeleton
jurassicraft:display_block_item:16, Mussaurus Action Figure
jurassicraft:display_block_item:19, Mussaurus Fossilized Skeleton
jurassicraft:display_block_item:17, Mussaurus Fresh Skeleton
jurassicraft:display_block_item:52, Parasaurolophus Action Figure
jurassicraft:display_block_item:55, Parasaurolophus Fossilized Skeleton
jurassicraft:display_block_item:53, Parasaurolophus Fresh Skeleton
jurassicraft:display_block_item:76, Triceratops Action Figure
jurassicraft:display_block_item:79, Triceratops Fossilized Skeleton
jurassicraft:display_block_item:77, Triceratops Fresh Skeleton
jurassicraft:display_block_item:80, Tyrannosaurus Action Figure
jurassicraft:display_block_item:83, Tyrannosaurus Fossilized Skeleton
jurassicraft:display_block_item:81, Tyrannosaurus Fresh Skeleton
jurassicraft:display_block_item:0, Velociraptor Action Figure
jurassicraft:display_block_item:3, Velociraptor Fossilized Skeleton
jurassicraft:display_block_item:1, Velociraptor Fresh Skeleton
jurassicraft:aulopora_coral, Aulopora
jurassicraft:foot_bones_fresh:9, Fresh Gallimimus Foot Bones
jurassicraft:foot_bones_fresh:2, Fresh Microraptor Foot Bones
jurassicraft:foot_bones_fresh:20, Fresh Tyrannosaurus Foot Bones
jurassicraft:foot_bones_fresh:0, Fresh Velociraptor Foot Bones
jurassicraft:leg_bones:7, Dilophosaurus Leg Bones
jurassicraft:leg_bones:9, Gallimimus Leg Bones
jurassicraft:leg_bones:2, Microraptor Leg Bones
jurassicraft:leg_bones:4, Mussaurus Leg Bones
jurassicraft:leg_bones:20, Tyrannosaurus Leg Bones
jurassicraft:leg_bones:0, Velociraptor Leg Bones
jurassicraft:phoenix_seeds, Phoenix Seeds
jurassicraft:tooth_fresh:3, Fresh Brachiosaurus Tooth
jurassicraft:tooth_fresh:7, Fresh Dilophosaurus Tooth
jurassicraft:tooth_fresh:2, Fresh Microraptor Tooth
jurassicraft:tooth_fresh:19, Fresh Triceratops Tooth
jurassicraft:tooth_fresh:20, Fresh Tyrannosaurus Tooth
jurassicraft:tooth_fresh:0, Fresh Velociraptor Tooth
jurassicraft:anal_fin_fresh:1, Fresh Coelacanth Anal Fin
jurassicraft:phoenix_planks, Phoenix Planks
jurassicraft:ginkgo_double_slab:0, Ginkgo Slab
jurassicraft:chilean_sea_bass, Chilean Sea Bass
jurassicraft:shoulder_bone_fresh:13, Fresh Parasaurolophus Shoulder Bones
jurassicraft:shoulder_bone_fresh:19, Fresh Triceratops Shoulder Bones
jurassicraft:shoulder_bone_fresh:20, Fresh Tyrannosaurus Shoulder Bones
jurassicraft:shoulder_bone_fresh:0, Fresh Velociraptor Shoulder Bones
jurassicraft:stamp_set, Stamp Set
jurassicraft:dinosaur_meat:3, Brachiosaurus Meat
jurassicraft:dinosaur_meat:1, Coelacanth Meat
jurassicraft:dinosaur_meat:7, Dilophosaurus Meat
jurassicraft:dinosaur_meat:9, Gallimimus Meat
jurassicraft:dinosaur_meat:2, Microraptor Meat
jurassicraft:dinosaur_meat:4, Mussaurus Meat
jurassicraft:dinosaur_meat:13, Parasaurolophus Meat
jurassicraft:dinosaur_meat:19, Triceratops Meat
jurassicraft:dinosaur_meat:20, Tyrannosaurus Meat
jurassicraft:dinosaur_meat:0, Velociraptor Meat
jurassicraft:dart_poison_executioner_concoction, Lethal Dart
jurassicraft:paddock_sign, Paddock Sign
jurassicraft:aulopora, tile.aulopora.name
jurassicraft:first_dorsal_fin:1, Coelacanth First Dorsal Fin
jurassicraft:phoenix_slab:0, Phoenix Slab
jurassicraft:ice_shard, Ice Shard Ore
jurassicraft:front_leg_bones_fresh:3, Fresh Brachiosaurus Front Leg Bones
jurassicraft:front_leg_bones_fresh:13, Fresh Parasaurolophus Front Leg Bones
jurassicraft:front_leg_bones_fresh:19, Fresh Triceratops Front Leg Bones
jurassicraft:amber_cane, Amber Cane
jurassicraft:dart_poison_cycasin, Poisoned Dart
jurassicraft:amber_ore, Amber Ore
jurassicraft:twig_fossil, Twig Fossil
jurassicraft:liquid_agar, Liquid Agar
jurassicraft:psaronius_leaves, Psaronius Leaves
jurassicraft:birthing_wand, Birthing Wand
jurassicraft:tour_rail, Tour Vehicle Track
jurassicraft:anal_fin:1, Coelacanth Anal Fin
jurassicraft:wild_potato_cooked, Cooked Wild Potato
jurassicraft:bristle_fern, Bristle Fern
jurassicraft:teeth:1, Coelacanth Teeth
jurassicraft:teeth:4, Mussaurus Teeth
jurassicraft:teeth:13, Parasaurolophus Teeth
jurassicraft:low_security_fence_pole, Low Security Fence Pole
jurassicraft:phoenix_double_slab:0, Phoenix Slab
jurassicraft:vehicle_item:0, Ford Explorer
jurassicraft:vehicle_item:1, Jeep Wrangler
jurassicraft:vehicle_item:2, Helicopter
jurassicraft:plant_fossil_block, Plant Fossil
jurassicraft:soft_tissue:3, Brachiosaurus Soft Tissue
jurassicraft:soft_tissue:1, Coelacanth Soft Tissue
jurassicraft:soft_tissue:7, Dilophosaurus Soft Tissue
jurassicraft:soft_tissue:9, Gallimimus Soft Tissue
jurassicraft:soft_tissue:2, Microraptor Soft Tissue
jurassicraft:soft_tissue:4, Mussaurus Soft Tissue
jurassicraft:soft_tissue:13, Parasaurolophus Soft Tissue
jurassicraft:soft_tissue:19, Triceratops Soft Tissue
jurassicraft:soft_tissue:20, Tyrannosaurus Soft Tissue
jurassicraft:soft_tissue:0, Velociraptor Soft Tissue
jurassicraft:feeder, Feeder
jurassicraft:calamites_leaves, Calamites Leaves
jurassicraft:psaronius_log_petrified, Petrified Psaronius Log
jurassicraft:hippurites_radiosus_coral, Hippurites Radiosus
jurassicraft:fossil_block_0:0, Velociraptor Fossil
jurassicraft:fossil_block_0:1, Coelacanth Fossil
jurassicraft:fossil_block_0:2, Microraptor Fossil
jurassicraft:fossil_block_0:3, Brachiosaurus Fossil
jurassicraft:fossil_block_0:4, Mussaurus Fossil
jurassicraft:fossil_block_0:7, Dilophosaurus Fossil
jurassicraft:fossil_block_0:9, Gallimimus Fossil
jurassicraft:fossil_block_0:13, Parasaurolophus Fossil
jurassicraft:petri_dish_agar, Petri Dish With Agar
jurassicraft:psaronius_double_slab:0, Psaronius Slab
jurassicraft:dna_base_material, DNA Nucleotides
jurassicraft:psaronius_stairs, Psaronius Stairs
jurassicraft:second_dorsal_fin:1, Coelacanth Second Dorsal Fin
jurassicraft:encased_fossil_1:3, Encased Triceratops Fossil
jurassicraft:encased_fossil_1:4, Encased Tyrannosaurus Fossil
jurassicraft:phoenix_door_item, Phoenix Door
jurassicraft:enallhelia, tile.enallhelia.name
jurassicraft:gracilaria_coral, Gracilaria
jurassicraft:west_indian_lilac_berries:0, West Indian Lilac Berries
jurassicraft:ajuginucula_smithii_oil, Ajuginucula Smithii Oil
jurassicraft:moss, Moss
jurassicraft:teeth_fresh:1, Fresh Coelacanth Teeth
jurassicraft:teeth_fresh:4, Fresh Mussaurus Teeth
jurassicraft:teeth_fresh:13, Fresh Parasaurolophus Teeth
jurassicraft:umaltolepis, Umaltolepis
jurassicraft:wild_potato_plant, Wild Potato Plant
jurassicraft:krill, Krill
jurassicraft:dna_analyzer, DNA Analyzer
jurassicraft:mealworm_beetles, Mealworm Beetles
jurassicraft:araucaria_planks, Araucaria Planks
jurassicraft:bennettitalean_cycadeoidea, Cycadeoidea
jurassicraft:disc_jurassicraft_theme, JurassiCraft Record
jurassicraft:araucaria_slab:0, Araucaria Slab
jurassicraft:serenna_veriformans, Serenna Veriformans
jurassicraft:phoenix_log_petrified, Petrified Phoenix Log
jurassicraft:psaronius_door_item, Psaronius Door
jurassicraft:tail_vertebrae:3, Brachiosaurus Tail Vertebrae
jurassicraft:tail_vertebrae:7, Dilophosaurus Tail Vertebrae
jurassicraft:tail_vertebrae:9, Gallimimus Tail Vertebrae
jurassicraft:tail_vertebrae:2, Microraptor Tail Vertebrae
jurassicraft:tail_vertebrae:4, Mussaurus Tail Vertebrae
jurassicraft:tail_vertebrae:13, Parasaurolophus Tail Vertebrae
jurassicraft:tail_vertebrae:19, Triceratops Tail Vertebrae
jurassicraft:tail_vertebrae:20, Tyrannosaurus Tail Vertebrae
jurassicraft:tail_vertebrae:0, Velociraptor Tail Vertebrae
jurassicraft:ginkgo_leaves, Ginkgo Leaves
jurassicraft:fossilized_egg:0, Fossilized Egg
jurassicraft:fossilized_egg:1, Fossilized Egg
jurassicraft:fossilized_egg:2, Fossilized Egg
jurassicraft:claw:0, Velociraptor Claw
jurassicraft:psaronius_sapling, Psaronius Sapling
jurassicraft:reinforced_glass, Reinforced Glass
jurassicraft:psaronius_slab:0, Psaronius Slab
jurassicraft:calamites_slab:0, Calamites Slab
jurassicraft:pectoral_fin_bones:1, Coelacanth Pectoral Fin Bones
jurassicraft:tour_rail_fast, Fast Tour Vehicle Track
jurassicraft:krill_swarm, tile.krill_swarm.name
jurassicraft:hind_leg_bones_fresh:3, Fresh Brachiosaurus Hind Leg Bones
jurassicraft:hind_leg_bones_fresh:13, Fresh Parasaurolophus Hind Leg Bones
jurassicraft:hind_leg_bones_fresh:19, Fresh Triceratops Hind Leg Bones
jurassicraft:engine_system, Engine System
jurassicraft:araucaria_sapling, Araucaria Sapling
jurassicraft:arm_bones:7, Dilophosaurus Arm Bones
jurassicraft:arm_bones:9, Gallimimus Arm Bones
jurassicraft:arm_bones:2, Microraptor Arm Bones
jurassicraft:arm_bones:4, Mussaurus Arm Bones
jurassicraft:arm_bones:20, Tyrannosaurus Arm Bones
jurassicraft:arm_bones:0, Velociraptor Arm Bones
jurassicraft:oiled_potato_strips, Oiled Potato Strips
jurassicraft:cladochonus, tile.cladochonus.name
jurassicraft:plant_cells_petri_dish, Plant Cells in Petri Dish
jurassicraft:shoulder:3, Brachiosaurus Shoulder
jurassicraft:shoulder:7, Dilophosaurus Shoulder
jurassicraft:shoulder:9, Gallimimus Shoulder
jurassicraft:shoulder:2, Microraptor Shoulder
jurassicraft:shoulder:4, Mussaurus Shoulder
jurassicraft:plankton, Plankton
jurassicraft:attraction_sign:0, Aquarium Attraction Sign
jurassicraft:attraction_sign:1, Aquarium With Coral Attraction Sign
jurassicraft:attraction_sign:2, Aviary Attraction Sign
jurassicraft:attraction_sign:3, Aviary With Plants Attraction Sign
jurassicraft:attraction_sign:4, Gallimimus Valley Attraction Sign
jurassicraft:attraction_sign:5, Gallimimus Valley With Plants Attraction Sign
jurassicraft:attraction_sign:6, Gentle Giants Attraction Sign
jurassicraft:attraction_sign:7, Gentle Giants With Plants Attraction Sign
jurassicraft:attraction_sign:8, Raptor Paddock Attraction Sign
jurassicraft:attraction_sign:9, Raptor Paddock With Plants Attraction Sign
jurassicraft:attraction_sign:10, Safari Attraction Sign
jurassicraft:attraction_sign:11, Safari With Plants Attraction Sign
jurassicraft:attraction_sign:12, Triceratops Territorium Attraction Sign
jurassicraft:attraction_sign:13, Botanical Garden Attraction Sign
jurassicraft:attraction_sign:14, Botanical Garden With Plants Attraction Sign
jurassicraft:attraction_sign:15, Triceratops Territorium With Plants Attraction Sign
jurassicraft:attraction_sign:16, Tyrannosaurus Kingdom Attraction Sign
jurassicraft:attraction_sign:17, Tyrannosaurus Kingdom With Plants Attraction Sign
jurassicraft:graminidites_bambusoides, Graminidites Bambusoides
jurassicraft:arm_bones_fresh:7, Fresh Dilophosaurus Arm Bones
jurassicraft:arm_bones_fresh:9, Fresh Gallimimus Arm Bones
jurassicraft:arm_bones_fresh:2, Fresh Microraptor Arm Bones
jurassicraft:arm_bones_fresh:4, Fresh Mussaurus Arm Bones
jurassicraft:arm_bones_fresh:20, Fresh Tyrannosaurus Arm Bones
jurassicraft:arm_bones_fresh:0, Fresh Velociraptor Arm Bones
jurassicraft:calamites_fence_gate, Calamites Fence Gate
jurassicraft:pelvic_fin_bones:1, Coelacanth Pelvic Fin Bones
jurassicraft:computer_screen, Computer Screen
jurassicraft:empty_test_tube, Empty Test Tube
jurassicraft:breeding_wand, Breeding Wand
jurassicraft:low_security_fence_base, Low Security Fence Base
jurassicraft:ajuginucula_smithii_seeds, Ajuginucula Smithii Seeds
jurassicraft:stylophyllopsis, tile.stylophyllopsis.name
jurassicraft:low_security_fence_wire, Low Security Fence Wire
jurassicraft:scaly_tree_fern, Scaly Tree Fern
jurassicraft:cinnamon_fern, Cinnamon Fern
jurassicraft:goat_raw, Raw Goat
jurassicraft:wild_onion_plant, Wild Onion Plant
jurassicraft:fossilized_trackway:0, Fossilized Biped Trackway
jurassicraft:fossilized_trackway:1, Fossilized Small Biped Trackway
jurassicraft:fossilized_trackway:2, Fossilized Raptor Trackway
jurassicraft:dart_gun, Dart Gun
jurassicraft:cultivate_bottom:0, White Cultivator
jurassicraft:cultivate_bottom:1, Orange Cultivator
jurassicraft:cultivate_bottom:2, Magenta Cultivator
jurassicraft:cultivate_bottom:3, Light Blue Cultivator
jurassicraft:cultivate_bottom:4, Yellow Cultivator
jurassicraft:cultivate_bottom:5, Lime Cultivator
jurassicraft:cultivate_bottom:6, Pink Cultivator
jurassicraft:cultivate_bottom:7, Gray Cultivator
jurassicraft:cultivate_bottom:8, Light Gray Cultivator
jurassicraft:cultivate_bottom:9, Cyan Cultivator
jurassicraft:cultivate_bottom:10, Purple Cultivator
jurassicraft:cultivate_bottom:11, Blue Cultivator
jurassicraft:cultivate_bottom:12, Brown Cultivator
jurassicraft:cultivate_bottom:13, Green Cultivator
jurassicraft:cultivate_bottom:14, Red Cultivator
jurassicraft:cultivate_bottom:15, Black Cultivator
jurassicraft:front_leg_bones:3, Brachiosaurus Front Leg Bones
jurassicraft:front_leg_bones:13, Parasaurolophus Front Leg Bones
jurassicraft:front_leg_bones:19, Triceratops Front Leg Bones
jurassicraft:embryo_calcification_machine, Embryo Calcification Machine
jurassicraft:small_cycad, Cycad
jurassicraft:shoulder_bone:13, Parasaurolophus Shoulder Bones
jurassicraft:shoulder_bone:19, Triceratops Shoulder Bones
jurassicraft:shoulder_bone:20, Tyrannosaurus Shoulder Bones
jurassicraft:shoulder_bone:0, Velociraptor Shoulder Bones
jurassicraft:pelvic_fin_bones_fresh:1, Fresh Coelacanth Pelvic Fin Bones
jurassicraft:heliconia, Heliconia
jurassicraft:cry_pansy, Cry Pansy
jurassicraft:dart_tipped_potion, Potion Dart
jurassicraft:lunch_box, Plastic Lunch Box
jurassicraft:enallhelia_coral, Enallhelia
jurassicraft:calamites_double_slab:0, Calamites Slab
jurassicraft:skeleton_assembly, Skeleton Assembly Table
jurassicraft:peat_moss, Peat Moss
jurassicraft:syringe:3, Brachiosaurus Syringe
jurassicraft:syringe:1, Coelacanth Syringe
jurassicraft:syringe:7, Dilophosaurus Syringe
jurassicraft:syringe:9, Gallimimus Syringe
jurassicraft:syringe:2, Microraptor Syringe
jurassicraft:syringe:4, Mussaurus Syringe
jurassicraft:syringe:13, Parasaurolophus Syringe
jurassicraft:syringe:19, Triceratops Syringe
jurassicraft:syringe:20, Tyrannosaurus Syringe
jurassicraft:syringe:0, Velociraptor Syringe
jurassicraft:calamites_sapling, Calamites Sapling
